image_path,occlusion_score_var_a,occlusion_score_var_b
Snowflakes/test/cadc__2018_03_06_0008__8184f0a549bf7ce3.jpg,0.15584878623485565,0.30688321590423584
Snowflakes/test/cadc__2018_03_06_0008__76ebbc0ffbd9c095.jpg,0.13746672868728638,0.2331879734992981
Snowflakes/test/cadc__2018_03_06_0008__7bc3dfe2a842f067.jpg,0.1333428919315338,0.2678067684173584
Snowflakes/test/cadc__2018_03_06_0008__12cfbc9c24a961f4.jpg,0.07422801852226257,0.3831787109375
Snowflakes/test/cadc__2018_03_06_0008__b9ee7e0f309f138f.jpg,0.12504363059997559,0.23465701937675476
Snowflakes/train/cadc__2018_03_06_0009__5084679b7c0fe7af.jpg,0.1401830017566681,0.23036165535449982
Snowflakes/train/cadc__2018_03_07_0002__7572187e0842581f.jpg,0.14523452520370483,0.7150306701660156
Snowflakes/train/cadc__2018_03_06_0006__237fb42fd2c3d8a7.jpg,0.14730653166770935,0.5155503749847412
Snowflakes/train/cadc__2018_03_06_0006__ab5b83ac98f34c19.jpg,0.13468411564826965,0.4914330840110779
Snowflakes/train/cadc__2018_03_06_0006__ccdac77266043bb8.jpg,0.08912911266088486,0.3360636830329895
Snowflakes/train/cadc__2018_03_07_0002__f1d869f42c127119.jpg,-0.04654155671596527,0.3247723877429962
Snowflakes/train/cadc__2018_03_06_0006__064c65c739ad4ea3.jpg,0.09469318389892578,0.5488325357437134
Snowflakes/train/cadc__2018_03_07_0007__9bcadbde76a53827.jpg,0.21901464462280273,0.36247581243515015
Snowflakes/train/cadc__2018_03_07_0007__7032c85de9a49aa6.jpg,0.16622120141983032,0.2910956144332886
Snowflakes/train/cadc__2018_03_06_0009__700ac0996766c7a4.jpg,0.09716274589300156,0.3250962197780609
Snowflakes/train/cadc__2018_03_06_0006__e268d7bb0c7c17d9.jpg,0.12453989684581757,0.5823909044265747
Snowflakes/train/cadc__2018_03_07_0007__07f7fa295a5c7ff9.jpg,0.09486270695924759,0.2116031050682068
Snowflakes/train/cadc__2018_03_07_0002__c9dea1dc6ac7512c.jpg,0.08787964284420013,0.6463406085968018
Snowflakes/train/cadc__2018_03_07_0002__101d1123cea0f93c.jpg,-0.02830446884036064,0.43661773204803467
Snowflakes/train/cadc__2018_03_06_0006__5fd69658413cd3fb.jpg,0.13112232089042664,0.42292624711990356
Snowflakes/train/cadc__2018_03_06_0006__d6c8018917473ce3.jpg,0.10448898375034332,0.5248264670372009
Snowflakes/train/cadc__2018_03_07_0002__fff4f82b39bedd33.jpg,0.03369521722197533,0.6860336065292358
Snowflakes/train/cadc__2018_03_06_0009__aa7470fba9d5f484.jpg,0.1645350158214569,0.2792963981628418
Snowflakes/train/cadc__2018_03_07_0002__fe39124aec5dc09f.jpg,-0.03244832903146744,0.3811022639274597
Snowflakes/train/cadc__2018_03_07_0002__cda2dc0e5687e605.jpg,0.01750963367521763,0.5907696485519409
Snowflakes/train/cadc__2018_03_06_0009__4b1a5de23b03ed58.jpg,0.14488688111305237,0.2195023000240326
Snowflakes/train/cadc__2018_03_06_0006__97e3ce3e36962c12.jpg,0.16965436935424805,0.48321759700775146
Snowflakes/train/cadc__2018_03_06_0006__76186b077405a198.jpg,0.07847227156162262,0.5661608576774597
Snowflakes/train/cadc__2018_03_06_0006__57f13885e1e53e96.jpg,0.1358010172843933,0.5727407932281494
Snowflakes/train/cadc__2018_03_06_0006__6ee0c730163bc67b.jpg,0.12412504851818085,0.32786667346954346
Snowflakes/train/cadc__2018_03_07_0007__2c77c5b4393afc1f.jpg,0.15394002199172974,0.36315250396728516
Snowflakes/train/cadc__2018_03_06_0006__24a98c809c2254ba.jpg,0.06223677843809128,0.46792668104171753
Snowflakes/train/cadc__2018_03_07_0007__144c08de65340d84.jpg,0.1177593469619751,0.24422335624694824
Snowflakes/train/cadc__2018_03_07_0007__ab4ce67041a9ff57.jpg,0.0831126719713211,0.2464115470647812
Snowflakes/train/cadc__2018_03_07_0007__3905b64e8172e394.jpg,0.17834527790546417,0.46428123116493225
Snowflakes/train/cadc__2018_03_06_0006__cdffd3b4f70517f1.jpg,-0.018909486010670662,0.5120670795440674
Snowflakes/train/cadc__2018_03_07_0007__4cb9501b68f97c0d.jpg,0.0999264195561409,0.28640592098236084
Snowflakes/train/cadc__2018_03_07_0007__1afa31bc0c44745a.jpg,0.07437724620103836,0.15929530560970306
Snowflakes/train/cadc__2018_03_06_0009__327b2548535e0d99.jpg,0.12186966836452484,0.23719465732574463
Snowflakes/train/cadc__2018_03_07_0007__bae55ceb7865e115.jpg,0.20908723771572113,0.3747439682483673
Snowflakes/train/cadc__2018_03_07_0007__1bdc0263e312de92.jpg,0.07256726920604706,0.18564599752426147
Snowflakes/train/cadc__2018_03_07_0007__b887b78dc07d261b.jpg,0.1443978250026703,0.27436357736587524
Snowflakes/train/cadc__2018_03_06_0006__b833788a48c48c80.jpg,0.1804993450641632,0.5109491348266602
Snowflakes/train/cadc__2018_03_06_0009__1e460547698e869f.jpg,0.07384952902793884,0.31287896633148193
Snowflakes/train/cadc__2018_03_07_0007__665e87e53db70983.jpg,0.06788268685340881,0.21798096597194672
Snowflakes/train/cadc__2018_03_07_0002__9ce849013c74e90b.jpg,-0.03124719113111496,0.1797635853290558
Snowflakes/train/cadc__2018_03_06_0009__43985cffb13c3d8a.jpg,0.07100653648376465,0.10222721844911575
Snowflakes/train/cadc__2018_03_06_0006__49ee807e9b3159ec.jpg,0.10715613514184952,0.5470466017723083
Snowflakes/train/cadc__2018_03_07_0002__1733e01a9591c738.jpg,0.0005372143350541592,0.35997796058654785
Snowflakes/train/cadc__2018_03_07_0007__048200adc8969515.jpg,0.06691883504390717,0.21642228960990906
Snowflakes/train/cadc__2018_03_07_0002__a03ca9e7a8537fbc.jpg,0.061734654009342194,0.5496658086776733
Snowflakes/train/cadc__2018_03_07_0002__dcf8c64ad7bb2eaf.jpg,-0.052094440907239914,0.23564663529396057
Snowflakes/train/cadc__2018_03_07_0002__8ddcee9d7323ce36.jpg,0.09136386215686798,0.305674284696579
Snowflakes/train/cadc__2018_03_06_0006__360081e6ab8234ae.jpg,0.0727778822183609,0.5860295295715332
Snowflakes/train/cadc__2018_03_07_0002__8c622d5e86d83232.jpg,-0.027078524231910706,0.41291543841362
Snowflakes/train/cadc__2018_03_06_0009__11c983581ab29287.jpg,0.11949892342090607,0.16200418770313263
Snowflakes/train/cadc__2018_03_06_0009__4a616d6fbbebf83b.jpg,0.06871654093265533,0.13521522283554077
Snowflakes/train/cadc__2018_03_06_0006__0f0c7b983447957f.jpg,0.1906314492225647,0.6490525007247925
Snowflakes/train/cadc__2018_03_06_0009__6c31487313eca4bb.jpg,0.09256355464458466,0.15260645747184753
Snowflakes/train/cadc__2018_03_07_0007__77ab44b04d92ad63.jpg,0.10839453339576721,0.24827131628990173
Snowflakes/train/cadc__2018_03_06_0009__cfb48801a408361a.jpg,0.08326711505651474,0.11117775738239288
Snowflakes/train/cadc__2018_03_07_0002__f4986096a9c37abd.jpg,0.01177228707820177,0.4137352705001831
Snowflakes/train/cadc__2018_03_06_0009__9eb8a34c0934588e.jpg,0.16670653223991394,0.4343263804912567
Snowflakes/train/cadc__2018_03_06_0009__4cb8eb01dae17dd0.jpg,0.17227962613105774,0.41439369320869446
Snowflakes/train/cadc__2018_03_06_0009__fe9400c3857c30fb.jpg,0.11471518874168396,0.16987645626068115
Snowflakes/train/cadc__2018_03_07_0007__b8433e2ee1b48d19.jpg,0.08250167965888977,0.13642799854278564
Snowflakes/train/cadc__2018_03_06_0006__d1f9b0b151bf94b9.jpg,0.172747403383255,0.40528491139411926
Snowflakes/train/cadc__2018_03_07_0007__8adab591e8ad9055.jpg,0.07943908870220184,0.21546582877635956
Snowflakes/train/cadc__2018_03_07_0007__4c48ea7e6b5cfd3e.jpg,0.082940474152565,0.19787588715553284
Snowflakes/train/cadc__2018_03_06_0006__0e14223bb713469a.jpg,0.1206982433795929,0.4442186951637268
Snowflakes/train/cadc__2018_03_07_0002__d4639d29a6686200.jpg,-0.004577265121042728,0.2970290184020996
Snowflakes/train/cadc__2018_03_07_0002__cf353536a0ff4008.jpg,-0.005769055336713791,0.43266740441322327
Snowflakes/train/cadc__2018_03_06_0006__bb1fc2c43637fb1e.jpg,0.14534088969230652,0.5992101430892944
Snowflakes/train/cadc__2018_03_06_0009__9113390678ece6e3.jpg,0.17089180648326874,0.23421305418014526
Snowflakes/train/cadc__2018_03_06_0006__f02fc0dbaecee9ed.jpg,0.15916287899017334,0.4835406541824341
Snowflakes/train/cadc__2018_03_06_0009__a64cd8f152b7a3b5.jpg,0.10307560861110687,0.22390545904636383
Snowflakes/train/cadc__2018_03_07_0002__1e458676b807afd6.jpg,0.16589519381523132,0.745469868183136
Snowflakes/train/cadc__2018_03_06_0009__304bb38fab83b90f.jpg,0.1494065821170807,0.3499930500984192
Snowflakes/train/cadc__2018_03_06_0009__4e5b7cc2d5f181bc.jpg,0.13703666627407074,0.25740352272987366
Snowflakes/train/cadc__2018_03_07_0002__e01dda0dbf78bf1f.jpg,0.11515646427869797,0.5744789838790894
Snowflakes/train/cadc__2018_03_07_0002__983532e543bc52f6.jpg,-0.052789583802223206,0.34162551164627075
Snowflakes/train/cadc__2018_03_06_0009__00ba5a0c8112efae.jpg,0.15395298600196838,0.42585891485214233
Snowflakes/train/cadc__2018_03_06_0006__27d4126715f52494.jpg,0.17791591584682465,0.4346141517162323
Snowflakes/train/cadc__2018_03_07_0007__a516a3611deb22cb.jpg,0.16313661634922028,0.37645578384399414
Snowflakes/train/cadc__2018_03_06_0006__d1de5800f72411cf.jpg,0.1286400556564331,0.577247142791748
Snowflakes/train/cadc__2018_03_06_0009__3ef992007c891c85.jpg,0.11795887351036072,0.2600857615470886
Snowflakes/train/cadc__2018_03_06_0009__24c5027666bd7dab.jpg,0.07740016281604767,0.11740522086620331
Snowflakes/train/cadc__2018_03_06_0006__383b16728e3168f5.jpg,0.13194474577903748,0.5382012724876404
Snowflakes/train/cadc__2018_03_06_0006__e38af36045bb470e.jpg,0.16650418937206268,0.5792936086654663
Snowflakes/train/cadc__2018_03_07_0007__34d56d03c58a9299.jpg,0.1018667221069336,0.25417840480804443
Snowflakes/train/cadc__2018_03_06_0009__3010a3b660e27c4e.jpg,0.0901884138584137,0.2845068573951721
Snowflakes/train/cadc__2018_03_07_0002__4a23b6fd5ac8c852.jpg,0.06969329714775085,0.6281527876853943
Snowflakes/train/cadc__2018_03_06_0006__9eb0da56d76133e2.jpg,0.04762180149555206,0.6135729551315308
Snowflakes/train/cadc__2018_03_07_0002__8d2cc3bec7c4a2f3.jpg,0.01409638486802578,0.3766682744026184
Snowflakes/train/cadc__2018_03_07_0002__b68925b301e02928.jpg,0.05956827104091644,0.5022256970405579
Snowflakes/train/cadc__2018_03_06_0006__536b5ab0f4ef6d73.jpg,0.12026991695165634,0.47208619117736816
Snowflakes/train/cadc__2018_03_06_0006__336e8b0207b199b4.jpg,0.09944789111614227,0.3035505414009094
Snowflakes/train/cadc__2018_03_06_0009__37bdbfc349df8735.jpg,0.1582884043455124,0.3036521077156067
Snowflakes/train/cadc__2018_03_07_0002__32206bb22deb9670.jpg,0.1263817548751831,0.6955084204673767
Snowflakes/train/cadc__2018_03_06_0006__d8856f949168e992.jpg,0.11220356822013855,0.29095280170440674
Snowflakes/train/cadc__2018_03_07_0002__856b83bcc32adbc0.jpg,-0.012909164652228355,0.44053915143013
Snowflakes/train/cadc__2018_03_07_0007__827e0a83487e201f.jpg,0.16349998116493225,0.2507220208644867
Snowflakes/train/cadc__2018_03_06_0006__fce302a314911994.jpg,0.1789136528968811,0.3413584232330322
Snowflakes/train/cadc__2018_03_06_0006__4c30505133378409.jpg,0.14026102423667908,0.32616350054740906
Snowflakes/train/cadc__2018_03_06_0009__e47a88cc4346c728.jpg,0.09655337035655975,0.1904193013906479
Snowflakes/train/cadc__2018_03_06_0009__19cd6a02b8509816.jpg,0.14683189988136292,0.2302444875240326
Snowflakes/train/cadc__2018_03_06_0006__9056fbe5e7f618ad.jpg,0.040068626403808594,0.6206772327423096
Snowflakes/train/cadc__2018_03_06_0009__c9a2a0b61f160a70.jpg,0.18565037846565247,0.35497260093688965
Snowflakes/train/cadc__2018_03_06_0009__a800f1be9c8c7a7f.jpg,0.08752541989088058,0.1775200068950653
Snowflakes/train/cadc__2018_03_06_0006__3326abe0ee5f7639.jpg,0.11645755171775818,0.481505811214447
Snowflakes/train/cadc__2018_03_07_0002__4c9d7402a6fb994c.jpg,0.1180993914604187,0.6479234099388123
Snowflakes/train/cadc__2018_03_06_0006__612ecb73e3e2ebcb.jpg,0.13979166746139526,0.4187822639942169
Snowflakes/train/cadc__2018_03_06_0009__1f1ddc9e34ca1224.jpg,0.12166520953178406,0.22075317800045013
Snowflakes/train/cadc__2018_03_07_0002__84b281d4988eb897.jpg,0.02337224781513214,0.39834702014923096
Snowflakes/train/cadc__2018_03_07_0007__8c1e070bba78f53e.jpg,0.13269293308258057,0.578682541847229
Snowflakes/train/cadc__2018_03_07_0007__ae1f63af8533a867.jpg,0.0881950706243515,0.23306617140769958
Snowflakes/train/cadc__2018_03_06_0009__ebbf029e097ae4d1.jpg,0.11364508420228958,0.35340064764022827
Snowflakes/train/cadc__2018_03_07_0002__7e6d55e62dfe6a87.jpg,0.007096083834767342,0.16823545098304749
Snowflakes/train/cadc__2018_03_06_0009__48bc10f069764b07.jpg,0.11312177032232285,0.22035178542137146
Snowflakes/train/cadc__2018_03_06_0006__a2756363d956f308.jpg,0.12338493019342422,0.6649690270423889
Snowflakes/train/cadc__2018_03_06_0009__8aa26901f512712d.jpg,0.1115151047706604,0.2794601321220398
Snowflakes/train/cadc__2018_03_07_0007__a81242dec81dc00b.jpg,0.09494946897029877,0.22075095772743225
Snowflakes/train/cadc__2018_03_06_0009__40fc22bf0481c7b2.jpg,0.11919614672660828,0.1680399477481842
Snowflakes/train/cadc__2018_03_06_0009__f2624a6b649adf89.jpg,0.16769897937774658,0.3139810264110565
Snowflakes/train/cadc__2018_03_07_0007__9b6cc07bd5d75c35.jpg,0.15923510491847992,0.24408993124961853
Snowflakes/train/cadc__2018_03_06_0009__12153c718724a3f9.jpg,0.23566491901874542,0.32426634430885315
Snowflakes/train/cadc__2018_03_06_0009__283ec9e217175496.jpg,0.11996252834796906,0.19969353079795837
Snowflakes/train/cadc__2018_03_06_0009__16b82f8e3f5e8d78.jpg,0.13558191061019897,0.33697983622550964
Snowflakes/train/cadc__2018_03_06_0009__2feddb60cafa8ba2.jpg,0.12575024366378784,0.2112053632736206
Snowflakes/train/cadc__2018_03_06_0006__95828f24406c6792.jpg,0.12470347434282303,0.3798120617866516
Snowflakes/train/cadc__2018_03_06_0009__363fbf3bec65b00c.jpg,0.15513157844543457,0.23642373085021973
Snowflakes/train/cadc__2018_03_06_0006__fd89c585cee0a33a.jpg,0.19202560186386108,0.4287365674972534
Snowflakes/train/cadc__2018_03_07_0007__dd8bbdaa57e4d5af.jpg,0.1704941987991333,0.3177102208137512
Snowflakes/train/cadc__2018_03_06_0006__bdaf67f5223b03e5.jpg,0.04716961458325386,0.4266533851623535
Snowflakes/train/cadc__2018_03_07_0002__75794f8e442ca53b.jpg,0.08766452968120575,0.5270314812660217
Snowflakes/train/cadc__2018_03_06_0006__8bff657dcddeaa6e.jpg,0.18080973625183105,0.5588984489440918
Snowflakes/train/cadc__2018_03_06_0009__7b5b716c2e38901a.jpg,0.1564636528491974,0.2693977355957031
Snowflakes/train/cadc__2018_03_06_0006__b1e7c940b0ee114e.jpg,0.12091195583343506,0.4952131509780884
Snowflakes/train/cadc__2018_03_06_0009__c06ee2cf0c757e3d.jpg,0.12816014885902405,0.18804708123207092
Snowflakes/train/cadc__2018_03_07_0002__6551bdefa1083288.jpg,0.1204855665564537,0.5579186677932739
Snowflakes/train/cadc__2018_03_06_0006__6d6b109092475603.jpg,0.08697277307510376,0.5988063216209412
Snowflakes/train/cadc__2018_03_07_0007__167b97c0d75fff94.jpg,0.17021223902702332,0.2452164590358734
Snowflakes/train/cadc__2018_03_06_0009__bbe8582e9ee317a8.jpg,0.0894961953163147,0.15597526729106903
Snowflakes/train/cadc__2018_03_06_0006__a2edc35f85de13c5.jpg,0.14518265426158905,0.3925996422767639
Snowflakes/train/cadc__2018_03_07_0002__de886dbc35305744.jpg,0.03790714964270592,0.4484831690788269
Snowflakes/train/cadc__2018_03_06_0006__55f62d1647ee650d.jpg,0.09985697269439697,0.4038543105125427
Snowflakes/train/cadc__2018_03_06_0006__ac07eb1a51741983.jpg,0.10199552774429321,0.5148846507072449
Snowflakes/train/cadc__2018_03_06_0006__ab0f2074bfe7fab7.jpg,0.1539219468832016,0.5522574186325073
Snowflakes/train/cadc__2018_03_07_0002__ff50021ce5c6a369.jpg,0.004832971841096878,0.6538653373718262
Snowflakes/train/cadc__2018_03_06_0009__3493845b13e877c9.jpg,0.12689504027366638,0.15725091099739075
Snowflakes/train/cadc__2018_03_07_0002__571240862dbe2407.jpg,0.0232526995241642,0.5873335599899292
Snowflakes/train/cadc__2018_03_06_0009__b4ee5c0665b06553.jpg,0.20391809940338135,0.3506357967853546
Snowflakes/train/cadc__2018_03_07_0002__bcbbc2c54f8d06d7.jpg,0.019882813096046448,0.27284717559814453
Snowflakes/train/cadc__2018_03_06_0006__436eed883255153b.jpg,0.12089256942272186,0.6464446187019348
Snowflakes/train/cadc__2018_03_06_0006__1ed0688608e3818c.jpg,0.09665319323539734,0.4373541474342346
Snowflakes/train/cadc__2018_03_06_0006__b9cafce79cbf17e5.jpg,0.060781240463256836,0.542824923992157
Snowflakes/train/cadc__2018_03_06_0009__4ccb4cf97ee8ce5e.jpg,0.1024155393242836,0.16693556308746338
Snowflakes/train/cadc__2018_03_06_0006__20234267005ce85c.jpg,0.12469510734081268,0.5170739889144897
Snowflakes/train/cadc__2018_03_07_0002__4dcb5782b06d6763.jpg,0.12453699111938477,0.6233528852462769
Snowflakes/train/cadc__2018_03_06_0006__d14e7fefda5c4e87.jpg,0.06296895444393158,0.483445942401886
Snowflakes/train/cadc__2018_03_06_0009__16647903ff1c43e8.jpg,0.15533223748207092,0.20990492403507233
